timestamp	value
2022-04-02 00:00:44	0.21096377524249627
2022-04-02 00:01:44	-0.43115260014377504
2022-04-02 00:02:44	1.6837962465625096
2022-04-02 00:03:44	-0.17516512375766213
2022-04-02 00:04:44	1.2540252469351896
2022-04-02 00:05:44	0.12199833722687707
2022-04-02 00:06:44	0.7670723479351448
2022-04-02 00:07:44	-0.7502966657615986
2022-04-02 00:08:44	-1.882579163744838
2022-04-02 00:09:44	0.9873921694394949
2022-04-02 00:10:44	-1.6122259942192798
2022-04-02 00:11:44	-0.42890284205974627
2022-04-02 00:12:44	-0.17456095754599568
2022-04-02 00:13:44	-0.058361238016886
2022-04-02 00:14:44	0.11444805274902921
2022-04-02 00:15:44	-0.7866809853332896
2022-04-02 00:16:44	0.03903037819821593
2022-04-02 00:17:44	0.547597225412353
2022-04-02 00:18:44	-0.21566922471338631
2022-04-02 00:19:44	-1.3353300989678174
2022-04-02 00:20:44	-1.8341641237339104
2022-04-02 00:21:44	-0.8133624300132217
2022-04-02 00:22:44	-0.6037256929642725
2022-04-02 00:23:44	-0.4213154117224896
2022-04-02 00:24:44	0.611321365256953
2022-04-02 00:25:44	-0.07155496421150774
2022-04-02 00:26:44	0.31362313757832444
2022-04-02 00:27:44	0.9448835868850336
2022-04-02 00:28:44	-0.8168137023856928
2022-04-02 00:29:44	-0.47288951742560925
2022-04-02 00:30:44	1.0471816158437235
2022-04-02 00:31:44	-0.3388611403404542
2022-04-02 00:32:44	1.3405939916795753
2022-04-02 00:33:44	-0.22154943439085398
2022-04-02 00:34:44	-1.0445942989867592
2022-04-02 00:35:44	-0.3934622968868572
2022-04-02 00:36:44	-1.2272169010860394
2022-04-02 00:37:44	3.0566649511927397
2022-04-02 00:38:44	0.3212058628467865
2022-04-02 00:39:44	0.5669077432687221
2022-04-02 00:40:44	-0.4651433915283483
2022-04-02 00:41:44	2.0268860711732004
2022-04-02 00:42:44	-0.5627595936757296
2022-04-02 00:43:44	1.3496082737252848
2022-04-02 00:44:44	-0.9872953911915608
2022-04-02 00:45:44	0.21251903666469557
2022-04-02 00:46:44	-2.4970679372096365
2022-04-02 00:47:44	1.119878435014413
2022-04-02 00:48:44	-0.39904507457229066
2022-04-02 00:49:44	-0.5180113810354483
2022-04-02 00:50:44	0.5762086191777701
2022-04-02 00:51:44	0.4010388975192493
2022-04-02 00:52:44	-1.084318202956095
2022-04-02 00:53:44	-0.16450482124022034
2022-04-02 00:54:44	0.7351755789179839
2022-04-02 00:55:44	0.335347291294036
2022-04-02 00:56:44	-2.3766012683870734
